srcNode	destNode	hopSource	hopDest	msgLabel	timestamp	hopCount	startTime	endTime	travelTime
7	4	7	4	23	33	1	27	33	6
9	2	9	1	24	27	0	27	0	0
9	2	9	2	24	34	1	27	0	0
16	1	16	8	25	28	0	28	0	0
16	1	16	3	25	29	1	28	0	0
16	1	8	1	25	33	2	28	0	0
11	4	11	3	26	31	0	31	0	0
16	2	16	8	27	31	0	31	0	0
16	2	16	3	27	32	1	31	0	0
6	4	6	1	28	32	0	32	0	0
7	2	7	2	29	32	0	32	0	0
10	1	10	2	30	32	0	32	0	0
16	1	16	8	31	32	0	32	0	0
16	1	16	3	31	33	1	32	0	0
7	1	7	2	32	33	0	33	0	0
